推文ID,发布时间,所属板块,点赞数,转推数,浏览量,实战含金量评分,完整推文正文
2076869011480949000,Tue Jul 14 03:18:53 +0000 2026,09_trader_mindset_essays,43,4,13462,7.9,"一个多月前写的，你看了吗？跟着做了吗？

投资里，'不行动'经常是最强的行动。

1.先有世界观，再有股票。 没有世界观的买入，本质上是赌博。

2.跟着 capex，不要跟着言论。 一个人愿意花多少真金白银，决定他对未来的真实信念。

3.钱不是急着投的。机会永远会有，但本金只有一次。

你要知道，AI不会被带你带崩；AI更不会因为你晚进场三个月就跟你无关——但你的本金一旦在错误时点 all-in 进去，可能要花五年才能回本。"
1942511128430751899,Tue Jul 08 09:08:37 +0000 2025,09_trader_mindset_essays,3,0,1320,5.0,"Data Pump is here

A whole new chapter of #datafi 

we make #aidata = money"
2074517494585512333,Tue Jul 07 15:34:48 +0000 2026,09_trader_mindset_essays,0,0,560,5.0,@song91208005 哈哈 我倒是觉得明天会收复失地
2074512337483210994,Tue Jul 07 15:14:18 +0000 2026,03_contracts_oracle_pricing,16,2,15348,7.1,"今天（7/7）的韩股资金流向：
外资净卖出 -2.92兆韩元（单日），
机构 -3,110亿；
散户净买入 +3.14兆。

2.92兆韩元 - 这是什么意思呢？历史上外资单日卖超 2兆的日子其实屈指可数（2024 年 8 月全球去杠杆那次也就 -2.4兆量级）你们资金细品。。。

7/7的博弈意味着什么呢？
一是散户几乎全额吃下了外资+机构的抛压，内资散户进，外资退；

二是更重要的——散户砸了 3.14兆进去，指数还是跌了 4.91%。这说明买盘完全没有定价权，只是在给卖方提供流动性。。。。。"
2074507820754760097,Tue Jul 07 14:56:21 +0000 2026,03_contracts_oracle_pricing,4,1,5016,5.4,"肉眼可见的地理套利、身份套利和模型套利的机会将再被放大

潮汕buddy们，你们准备好了吗？"
2074505200480763939,Tue Jul 07 14:45:56 +0000 2026,09_trader_mindset_essays,11,3,7958,5.0,写给那些AI满仓的普通人：你以为你完了——
2074444121167790270,Tue Jul 07 10:43:14 +0000 2026,09_trader_mindset_essays,8,1,4809,5.8,"除了saas，其实现在好多传统互联网手艺也混不下去了.. 被AI干得不要不要的

刚刷到有个做舆情工作室的朋友的消息（嗯 就是你们想的那种…） 已经快干不下去了，问我要不要接过去？！？！

行业又要经历一波优化合并"
1544178032843247616,Tue Jul 05 04:35:07 +0000 2022,05_contracts_mm_token_loan,6,2,0,5.8,What would u prefer? Zero gas fee for smooth transaction and lower entry barrier? Or Significant low gas fee to avoid spam and increase the utility of $fx? What’s ur take on @marginx_io
1940017068692361260,Tue Jul 01 11:58:07 +0000 2025,09_trader_mindset_essays,1,0,186,5.0,@yuyue_chris “如果孩子的出生，是为了继承自己的劳碌、恐慌、贫穷。那么，不出生也是一种善良” — 张爱玲
1939964723845267940,Tue Jul 01 08:30:07 +0000 2025,09_trader_mindset_essays,13,0,7018,5.0,"@colinwu 😄 有信心一点，把“可能”拿掉
另，不是某持牌机构，是数个持牌机构们"
1939934619761078478,Tue Jul 01 06:30:30 +0000 2025,04_contracts_stock_perps,4,0,1766,5.4,"同感，只有大池子兼容小池子，反不过来的

链上美股没有波动性就是渣渣，所以归宿还是要perp/循环贷的打法"
1939924892452900874,Tue Jul 01 05:51:51 +0000 2025,09_trader_mindset_essays,2,0,1501,5.0,"@0x0xFeng 税是跑不掉的
只是换了一种名词"
1939924388083622029,Tue Jul 01 05:49:50 +0000 2025,04_contracts_stock_perps,7,0,2049,5.8,"@Michael_Liu93 我猜会涌现一批专业机构mm入场

非蓝筹美股流动性不好，那在链上流动性就更差了；如果流动性不足，上永续合约估计就不容易，所以第一波应该还是那些好一点的标的

至于那些好的美股都有mm，等这些机构进来提供流动性，才会更刺激

盲猜这也是之前Jump强势回归的原因吧

赞同炒山寨的会炒链上美股"
1939855960329302216,Tue Jul 01 01:17:56 +0000 2025,02_contracts_clearing_adl,1,0,1043,5.8,"@flyiiawei @JamesWynnReal @HyperliquidX @binance @okx 那倒没有，限制还是有的
只是它的机制更适合巨鲸交易

HLP的tvl越多 能承载的体量就越大"
1939852192837771487,Tue Jul 01 01:02:58 +0000 2025,09_trader_mindset_essays,1,0,296,5.0,@lanhubiji 😄 太形象了
1752225830208712937,Tue Jan 30 07:02:47 +0000 2024,09_trader_mindset_essays,0,0,127,5.0,"tell me about the token utility? 

it gives you stress, panic and fomo"
1884125127832707324,Tue Jan 28 06:23:30 +0000 2025,09_trader_mindset_essays,3,0,285,5.0,"你问英伟达跌了17%怎么看，跌了找机会买啊。deepseek和scaling law又不矛盾。

#DeepSeekR1 #Nvidia"
2016182679943930191,Tue Jan 27 16:13:04 +0000 2026,08_macro_first_principles,26,1,12499,7.5,"前几天有个朋友问我：
你觉得那些穿越牛熊周期的人有什么共同的特质？

我：不瞎折腾的

看过太多天才交易员，nb founder，运气极佳的地址…. 后来我才发现，每个版本都有自己的规则，都有不同的风水和格调，也造就不同的神（aka 天时地利人和）

不要错把天时当天赋，不会的不做，没想过的不碰

You “dont want to learn new stuff brain” + “fast money brain” will make you lose everything 

ps：昨天是@hongkongdoll 的一了百了，今天是 @0xPickleCati 的一穷二白，弄得我也想搞一篇情绪爽文抒发一下…"
2016096621147173253,Tue Jan 27 10:31:06 +0000 2026,09_trader_mindset_essays,153,32,203209,6.2,https://t.co/97W9n9zkVy
2013595231027900486,Tue Jan 20 12:51:28 +0000 2026,09_trader_mindset_essays,230,52,111755,6.2,https://t.co/oOQaXbYuc3
1615293184975962114,Tue Jan 17 10:21:20 +0000 2023,09_trader_mindset_essays,16,5,436,5.8,"Regardless of Bull trap or bull run
@marginx_io keep building, upgrading and making trading to the next level
Stay tune for more"
2011059772259500043,Tue Jan 13 12:56:28 +0000 2026,09_trader_mindset_essays,2,0,685,5.8,"@punk2898 感谢认可哈

我自己是觉得，就这个角度来说，ct目前写 $u 应该还没文章能超过这篇

建议官方把广告给我好了 😂

well 没人看肯定还是我的问题"
2011058758575890806,Tue Jan 13 12:52:26 +0000 2026,09_trader_mindset_essays,2,0,223,6.2,"@bc1qDave 对的 spot on 
更细致的话，可以把质押，借贷的部分都算上

假设你能想到这种非常规方法，再考虑到这个程度的细节你面试中初级分析师的时候，完全够了

展示了发散思维+组合思维，算法嘛，牛的人自己组一个，一般人嘛就是各种公式的缝合也可以"
2011057091281305800,Tue Jan 13 12:45:48 +0000 2026,09_trader_mindset_essays,5,0,3216,5.8,"我原来看到的这个贴的时候，心里还犯嘀咕，怎么不原路返回？

后来一想，都说是“捐赠人”是套着“捐赠”外衣的博彩心态来打折买meme的操作，返还就显得不去中心化了

更重要的是，这就不纯粹，也不简单

什么？你说？万一真要siyuan返还？！
你还怕他的推文不值这些“伪捐赠款”？"
2010988749753368703,Tue Jan 13 08:14:14 +0000 2026,09_trader_mindset_essays,12,0,3310,7.0,"还记得在技校混日子的时候，那是一个初夏的下午，那时候教室的空调还没开，空气中弥漫着一股难以言喻的泡菜坛子，又刚吃完牛肉拉面和煎饼果子，意识恍惚间听着老师在台上讲解啥叫“故意”

刑法上，除了结果、行为外，还有个东西叫意图（mens rea），这个东西可以讲三天三夜，这里就讲个大概，大家看个乐乎就行～

这个“意图”可以区分为故意和过失，再根据预见能力、意志及放任程度再区分为：
故意：这个很好理解，就是故意的，明知自己的行为必然或可能发生危害社会的结果，并希望或有意使其发生

间接故意：明知自己的行为可能发生危害社会的结果，但对结果的发生持放任、漠视的态度，虽然不追求，但是也不积极避免

过失是“不希望发生，或者觉得能躲过去”
认识过失：已预见危害结果可能发生，但轻信自己能力，盲目自信，认为可以避免，实施行为后发生危害结果

无认识过失：按行为人的常识和情理应预见危害结果，但因疏忽大意没有预见，以致发生

从考试的角度，一般来说比较难区分的是【间接故意】和【认识过失】
为啥呢？
因为行为人都预见到了危害结果可能发生，区别全在于意志因素即：心里到底是怎么对待这个（可能发生的）结果的？ 

举几个例子：
a. 某匪徒抢劫后驾车逃窜，警察在后紧追。正前方是闹市区，人流密集。

匪徒想：“不管前面有没有人，我也不能停车，撞死人算他们倒霉。”然后一脚油门冲过去，撞死路人。

他预见到可能撞死人，但为了逃跑，他容忍了这个结果的发生。这是间接故意。

b.某飞刀高手在表演飞刀射苹果，助手头顶苹果。

高手想：“虽然有风险，但我练了三十年，从未失手，这次肯定也稳稳扎中苹果，不可能扎到人。”结果手一抖，扎死了助手。

他预见到可能扎死人，且他极度排斥扎死人，且相信自己的技术能避免。这是过于自信的过失。

所以看到这里你觉得除了亏钱，还有什么意义吗？"
2010957914207633639,Tue Jan 13 06:11:43 +0000 2026,09_trader_mindset_essays,6,0,3186,5.0,@cyodyssey @BNBCHAIN 如果在别人眼里做什么都是错的，那不如找一个自己心安理得、舒坦的做法 🤣
2010946885339717936,Tue Jan 13 05:27:53 +0000 2026,09_trader_mindset_essays,4,0,893,5.0,@cyodyssey @BNBCHAIN 这是一个你不咬狗，狗咬你的年代
2010912343530885181,Tue Jan 13 03:10:38 +0000 2026,09_trader_mindset_essays,43,8,27703,6.4,"如果你好奇新上市binance 的 $u 到底是个啥？

为什么免交易手续费 - 意味着交易所上这个币是不挣钱的
为什么不做活动也能上？
还能直接兑换 usdt，usdc？

$u 的前世今生和战略纵深之路

先做好功课再来交易吧～"
2010905653506949176,Tue Jan 13 02:44:03 +0000 2026,09_trader_mindset_essays,25,0,9824,5.0,"不懂就问
老子蜀道山，是不是，劳资数到三啊？"
1612823470722945024,Tue Jan 10 14:47:34 +0000 2023,09_trader_mindset_essays,4,0,174,5.0,#nft season is coming soon
1744639343984365929,Tue Jan 09 08:36:48 +0000 2024,09_trader_mindset_essays,0,0,185,5.0,xpet_042fc3bd
1082686976862478336,Tue Jan 08 17:14:25 +0000 2019,09_trader_mindset_essays,83,10,0,5.6,Thank you for featuring us @PCMag
2008551692187652494,Tue Jan 06 14:50:15 +0000 2026,09_trader_mindset_essays,11,0,2858,6.5,"有的哈 @KuiGas 老师

文章里最后一句：
“或许，唯有当“使用产品”的收益大于“刷数据”的收益时，良币才能回归.....“

如果我们反过来，把刷数据/交互 = 使用产品的其中一个环节，用机制把撸毛/工作室成这些协议的“股东”，“核心贡献者”绑定在一起，大家赚的不是token airdrop的钱，而是赚的其他人使用产品的钱就行

做脚本，刷数据是一门很精细，且需要有耐心、韧性的活儿，我说一句不好听的话，如果把这个技能和心力拿来做项目，赚的只会更多

你等我一个月，我的新产品快要搞出来了"
2008509355365462440,Tue Jan 06 12:02:01 +0000 2026,09_trader_mindset_essays,91,10,40890,5.6,https://t.co/SwwVQcdvjv
2008377124332388562,Tue Jan 06 03:16:34 +0000 2026,09_trader_mindset_essays,21,0,36168,6.4,"如果你看得足够仔细，你可能就突发奇想：原来喊 $aster 是为了拉 $bnb 

都是老油条了，怎么可能不知道刷量交易的危害性和不可持续性？

但是如果我们从全局来看：每一笔交易都需要消耗 BNB 作为 Gas，那么这一切其实就说得通了。Aster 在 2025 年贡献了 BNB Chain上大量的 Gas 消耗，直接推动了 BNB 的通缩，支撑了 BNB 的币价。"
1630399665609818114,Tue Feb 28 02:49:06 +0000 2023,09_trader_mindset_essays,6,0,350,5.8,Anyone fancy #mala #hotpot? https://t.co/yHzuqU5beP
1894308780545917117,Tue Feb 25 08:49:42 +0000 2025,09_trader_mindset_essays,6,0,385,5.0,"我们又上新闻了
@PundiAI @PANewsCN"
1894285579031818262,Tue Feb 25 07:17:30 +0000 2025,09_trader_mindset_essays,49,6,6190,5.0,a new AI chapter has begun
2026236329521258704,Tue Feb 24 10:02:41 +0000 2026,09_trader_mindset_essays,8,0,8535,5.0,"各位再等等哈
他们应该快打完了… 

讲究点"
2026233162724999650,Tue Feb 24 09:50:06 +0000 2026,09_trader_mindset_essays,17,0,6475,7.3,"贵人贱用

好久没写段子了，今天讲一个之前在consensus碰到的事情

在一个局里，朋友介绍我认识他的师弟，算是一个新入圈的小朋友吧，席间小朋友指了指一个人问我，认不认识某个交易所投资的负责人，我一看，哦，不就是那谁嘛。。

我就问他，他有什么agenda？一问之下，才知道原来是聊投资，我就稍微了解了一下项目，就拿了两杯新酒杯，美其名曰“带着”小朋友一起过去认识

我就用个“他说了这么久，估计也累了，渴了”的缘由开始攀谈起来，说起什么陈年往事啊。。。然后就顺势介绍小朋友给别人认识，bla bla 什么年轻有为，在做项目之类的

结果你猜这么着。。。这个小朋友，一听说人家过两天有个游艇party，就问人家能不能带他上船看看？！

各位能想象一下，我当时候的表情

AI很好，但还有好多要学的"
